Type,Summary,Day,Islanders
Coupling,"On Day 21, the islanders recoupled again with the girls picking which boy they'd like to be with. Jessie and Will, Tanyel and Ron, and Tanya and Shaq all remained together, meanwhile Ellie chose Jordan, Olivia coupled up with Kai, Samie went with Tom, and Lana picked Casey.",21,Jessie Wynter
Coupling,"On Day 21, the islanders recoupled again with the girls picking which boy they'd like to be with. Jessie and Will, Tanyel and Ron, and Tanya and Shaq all remained together, meanwhile Ellie chose Jordan, Olivia coupled up with Kai, Samie went with Tom, and Lana picked Casey.",21,Tanya Manhenga
Coupling,"On Day 21, the islanders recoupled again with the girls picking which boy they'd like to be with. Jessie and Will, Tanyel and Ron, and Tanya and Shaq all remained together, meanwhile Ellie chose Jordan, Olivia coupled up with Kai, Samie went with Tom, and Lana picked Casey.",21,Shaq Muhammad
Coupling,"On Day 21, the islanders recoupled again with the girls picking which boy they'd like to be with. Jessie and Will, Tanyel and Ron, and Tanya and Shaq all remained together, meanwhile Ellie chose Jordan, Olivia coupled up with Kai, Samie went with Tom, and Lana picked Casey.",21,Tom Clare
Coupling,"On Day 21, the islanders recoupled again with the girls picking which boy they'd like to be with. Jessie and Will, Tanyel and Ron, and Tanya and Shaq all remained together, meanwhile Ellie chose Jordan, Olivia coupled up with Kai, Samie went with Tom, and Lana picked Casey.",21,Samie Elishi
Coupling,"On Day 21, the islanders recoupled again with the girls picking which boy they'd like to be with. Jessie and Will, Tanyel and Ron, and Tanya and Shaq all remained together, meanwhile Ellie chose Jordan, Olivia coupled up with Kai, Samie went with Tom, and Lana picked Casey.",21,Ron Hall
Coupling,"On Day 21, the islanders recoupled again with the girls picking which boy they'd like to be with. Jessie and Will, Tanyel and Ron, and Tanya and Shaq all remained together, meanwhile Ellie chose Jordan, Olivia coupled up with Kai, Samie went with Tom, and Lana picked Casey.",21,Lana Jenkins
Coupling,"On Day 21, the islanders recoupled again with the girls picking which boy they'd like to be with. Jessie and Will, Tanyel and Ron, and Tanya and Shaq all remained together, meanwhile Ellie chose Jordan, Olivia coupled up with Kai, Samie went with Tom, and Lana picked Casey.",21,Kai Fagan
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Tanyel Revan
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Jordan Odofin
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Ellie Spence
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Olivia Hawkins
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Claudia Fogarty
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Casey O'Gorman
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Will Young
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Jessie Wynter
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Tanya Manhenga
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Shaq Muhammad
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Tom Clare
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Samie Elishi
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Ron Hall
Coupling,"On Day 24, the islanders recoupled with the boys picking which girl they'd like to couple with. Will and Jessie, Shaq and Tanya, Kai and Olivia, Tom and Samie, Jordan and Ellie all remained together, meanwhile Casey chose Claudia, and Ron picked Lana. As Tanyel was the only girl not picked, she was dumped from the island.",24,Kai Fagan
Challenges,"On Day 22, the boys took part in a Gladiator themed game, ""Ladiators"". The girls then picked Shaq as the winner of the challenge.",22,Shaq Muhammad
Challenges,"On Day 23, the boys and girls went head-to-head to raise their opposing team's heart rate. At the end of the game they found out who raised their heart rate the most. During the challenge, Claudia entered the villa.",23,Claudia Fogarty
Dates,"On Day 24, new girl Claudia was able to take two boys on dates. She chose Casey and Tom.",24,Claudia Fogarty
Dates,"On Day 24, new girl Claudia was able to take two boys on dates. She chose Casey and Tom.",24,Casey O'Gorman
Exits,"On Day 24, Tanyel was dumped from the island after failing to couple up.",24,Tanyel Revan
Exits,"On Day 26, Ellie and Jordan were dumped from the island after receiving fewest public votes for the most compatible couple.",26,Jordan Odofin
Exits,"On Day 26, Ellie and Jordan were dumped from the island after receiving fewest public votes for the most compatible couple.",26,Ellie Spence
Entrances,"On Day 28, Bayley, Frankie, Kain, Martin, Maxwell and Ryan entered Casa Amor.",28,Ryan Weekley
Entrances,"On Day 28, Bayley, Frankie, Kain, Martin, Maxwell and Ryan entered Casa Amor.",28,Kain Reed
Entrances,"On Day 28, Bayley, Frankie, Kain, Martin, Maxwell and Ryan entered Casa Amor.",28,Frankie Davey
Entrances,"On Day 28, Bayley, Frankie, Kain, Martin, Maxwell and Ryan entered Casa Amor.",28,Bayley Mummery
Entrances,"On Day 28, Bayley, Frankie, Kain, Martin, Maxwell and Ryan entered Casa Amor.",28,Martin Akinola
Entrances,"On Day 28, Bayley, Frankie, Kain, Martin, Maxwell and Ryan entered Casa Amor.",28,Maxwell Samuda
Entrances,"On Day 29, Cynthia, Layla, Lydia, Lynda, Sammy and Sanam entered the villa.",29,Sammy James
Entrances,"On Day 29, Cynthia, Layla, Lydia, Lynda, Sammy and Sanam entered the villa.",29,Lynda Flix
Entrances,"On Day 29, Cynthia, Layla, Lydia, Lynda, Sammy and Sanam entered the villa.",29,Lydia Karakyriakou
Entrances,"On Day 29, Cynthia, Layla, Lydia, Lynda, Sammy and Sanam entered the villa.",29,Layla Al-Momani
Entrances,"On Day 29, Cynthia, Layla, Lydia, Lynda, Sammy and Sanam entered the villa.",29,Cynthia Otseh-Taiwo
Entrances,"On Day 29, Cynthia, Layla, Lydia, Lynda, Sammy and Sanam entered the villa.",29,Sanam Harrinanan
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Sammy James
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Casey O'Gorman
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Sanam Harrinanan
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Lana Jenkins
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Ron Hall
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Samie Elishi
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Tom Clare
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Shaq Muhammad
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Tanya Manhenga
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Jessie Wynter
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Will Young
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Claudia Fogarty
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Ryan Weekley
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Maxwell Samuda
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Olivia Hawkins
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Bayley Mummery
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Cynthia Otseh-Taiwo
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Frankie Davey
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Kain Reed
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Layla Al-Momani
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Lydia Karakyriakou
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Lynda Flix
Coupling,"On Day 32, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Casey and Claudia, Ron and Lana, Tom and Samie, and Will and Jessie remained together, whilst Kai picked Sanam, Olivia chose Maxwell, and Tanya coupled up with Martin. As Shaq chose not to recouple, he was now single. New islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were all dumped from the island after failing to couple up.",32,Kai Fagan
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Kai Fagan
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Sanam Harrinanan
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Lana Jenkins
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Ron Hall
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Samie Elishi
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Tom Clare
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Shaq Muhammad
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Tanya Manhenga
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Jessie Wynter
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Will Young
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Casey O'Gorman
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Claudia Fogarty
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Maxwell Samuda
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Olivia Hawkins
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Martin Akinola
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Bayley Mummery
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Cynthia Otseh-Taiwo
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Frankie Davey
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Kain Reed
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Layla Al-Momani
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Lydia Karakyriakou
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Lynda Flix
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Ryan Weekley
Challenges,"On Day 29, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the villa, therefore they won a party for that evening.",29,Sammy James
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Sammy James
