Type,Summary,Day,Islanders
Dates,"On Day 25, single islanders Sammy and Whitney were each able to pick another islander to take on a date. Sammy picked Jess, whilst Whitney chose Zachariah.",25,Zachariah Noble
Dates,"On Day 25, single islanders Sammy and Whitney were each able to pick another islander to take on a date. Sammy picked Jess, whilst Whitney chose Zachariah.",25,Jess Harding
Exits,"On Day 23, after receiving the fewest public votes for favourite girl and favourite boy, both Mal and Mehdi were dumped from the island.",23,Mehdi Edno
Exits,"On Day 23, after receiving the fewest public votes for favourite girl and favourite boy, both Mal and Mehdi were dumped from the island.",23,"Malissa ""Mal"" Nichol"
Entrances,"On Day 27, Abi, Amber, Danielle, Gabby and Tink entered the villa. Molly also re-entered the villa as part of a Casa Amor twist.",27,Tink Reading
Entrances,"On Day 27, Abi, Amber, Danielle, Gabby and Tink entered the villa. Molly also re-entered the villa as part of a Casa Amor twist.",27,"Gabrielle ""Gabby"" Jeffery"
Entrances,"On Day 27, Abi, Amber, Danielle, Gabby and Tink entered the villa. Molly also re-entered the villa as part of a Casa Amor twist.",27,Danielle Mazhindu
Entrances,"On Day 27, Abi, Amber, Danielle, Gabby and Tink entered the villa. Molly also re-entered the villa as part of a Casa Amor twist.",27,Molly Marsh
Entrances,"On Day 27, Abi, Amber, Danielle, Gabby and Tink entered the villa. Molly also re-entered the villa as part of a Casa Amor twist.",27,Amber Wise
Entrances,"On Day 27, Abi, Amber, Danielle, Gabby and Tink entered the villa. Molly also re-entered the villa as part of a Casa Amor twist.",27,Abi Moores
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Zachariah Noble
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Whitney Adebayo
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Scott van-der-Sluis
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Sammy Root
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,"Ousman ""Ouzy"" See"
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Montel McKenzie
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Molly Marsh
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Mitchel Taylor
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Lochan Nowacki
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Leah Taylor
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Kady McDermott
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Jess Harding
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Ella Thomas
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Catherine Agbaje
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Amber Wise
Coupling,"On Day 31, the original Islanders were told that they would be re-coupling. They were only given the option to remain in their current couple or to choose one of the new Islanders. However, as the boys and the girls were living in separate villas, they were not aware of what the other one chose. If one decided to re-couple and the other did not, then they would be single but still remain on the island. If both re-coupled then they would both remain in the villa with their new partner, and any remaining single new islanders would be dumped. Leah and Montel remained together, meanwhile Catherine coupled up with Elon, Ella went with Ouzy, Mitchel picked Abi, Sammy chose Amber, Whitney opted with Lochan, and Zachariah reunited with Molly following her return. As Jess, Kady, Scott and Tyrique's original partners failed to couple with them, they remained single. The new single islanders were then dumped from the villa.",31,Abi Moores
Challenges,"On Day 27, the Main Villa and Casa Amor competed in ""Raunchy Races"" where they had to complete a certain task quicker than the other villa. The game was won by the Main Villa, therefore they won a party for that evening.",27,
Exits,"On Day 31, new islanders Benjamin, Danielle, Gabby, Kodie, Tink and Zachary were dumped from the island after failing to couple up.",31,Zachary Ashford
Exits,"On Day 31, new islanders Benjamin, Danielle, Gabby, Kodie, Tink and Zachary were dumped from the island after failing to couple up.",31,Tink Reading
Exits,"On Day 31, new islanders Benjamin, Danielle, Gabby, Kodie, Tink and Zachary were dumped from the island after failing to couple up.",31,Kodie Murphy
Exits,"On Day 31, new islanders Benjamin, Danielle, Gabby, Kodie, Tink and Zachary were dumped from the island after failing to couple up.",31,"Gabrielle ""Gabby"" Jeffery"
Exits,"On Day 31, new islanders Benjamin, Danielle, Gabby, Kodie, Tink and Zachary were dumped from the island after failing to couple up.",31,Danielle Mazhindu
Exits,"On Day 31, new islanders Benjamin, Danielle, Gabby, Kodie, Tink and Zachary were dumped from the island after failing to couple up.",31,Benjamin Noel
